premise,smcdel_problem,n_announcements,pbcheck,hypothesis,setup,hypothesis_depth,n_agents,label,names,index,s-l,deberta_pred,deberta_confidence,difficulty
There are four persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Stephanie does not know whether or not everyone's forehead is muddy. It is publicly announced that Thomas knows whether someone's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentd knows whether (1&2&3&4)) ] [ ! (Agenta knows whether (1|2|3|4)) ] Agentc knows whether (Agenta knows whether (1&2&3&4))",2,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentd knows whether (1&2&3&4)) ] [ ! (Agenta knows whether (1|2|3|4)) ] 0",William can now know whether Thomas can know whether or not everyone's forehead is muddy.,forehead,1,4,entailment,['Thomas' 'Rodney' 'William' 'Stephanie'],32078,forehead-1,1,0.9735162258,0.0264837742
There are two persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Samuel knows whether someone's forehead is muddy.,"VARS 1,2 LAW Top OBS Agenta:1,2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! (Agentb knows whether (1|2)) ] (Agenta knows that 1)",1,"VARS 0,1,2 LAW Top OBS Agenta:1,2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! (Agentb knows whether (1|2)) ] 0",Stephany can now know that Stephany's forehead is muddy.,forehead_mirror,0,2,not_entailment,['Stephany' 'Samuel'],666,forehead_mirror-0,0,0.9982606769,0.0017393231
There are three persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Rachel's forehead is not muddy.,"VARS 1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! ~(3) ] Agenta knows that (Agentb knows that 1)",1,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! ~(3) ] 0",Jose can now know that Tonya can know that Jose's forehead is muddy.,forehead_mirror,1,3,not_entailment,['Jose' 'Tonya' 'Rachel'],10542,forehead_mirror-0,0,0.9950435162,0.0049564838
There are three persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Roger knows whether Michael's forehead is muddy. It is publicly announced that not everyone's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! (Agentc knows whether 2) ] [ ! (~(1&2&3)) ] Agenta knows that (Agentb knows that (~(1|2|3)))",2,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! (Agentc knows whether 2) ] [ ! (~(1&2&3)) ] 0",Kelly can now know that Michael can know that nobody's forehead is muddy.,forehead_mirror,1,3,not_entailment,['Kelly' 'Michael' 'Roger'],23190,forehead_mirror-0,0,0.9984896183,0.0015103817
There are three persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Kimberly knows whether or not nobody's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! (Agentb knows whether (~(1|2|3))) ] Agenta knows whether (Agentb knows whether (1&2&3))",1,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! (Agentb knows whether (~(1|2|3))) ] 0",Betty can now know whether Kimberly can know whether or not everyone's forehead is muddy.,forehead,1,3,not_entailment,['Betty' 'Kimberly' 'Kevin'],50622,forehead-0,0,0.9612755775,0.0387244225
There are four persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Dean knows whether or not everyone's forehead is muddy. It is publicly announced that not everyone's forehead is muddy. It is publicly announced that Douglas's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (Agenta knows whether (1&2&3&4)) ] [ ! (~(1&2&3&4)) ] [ ! 3 ] (Agentc knows that 3)",3,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (Agenta knows whether (1&2&3&4)) ] [ ! (~(1&2&3&4)) ] [ ! 3 ] 0",Douglas can now know that Douglas's forehead is muddy.,forehead_mirror,0,4,entailment,['Dean' 'Jennifer' 'Douglas' 'Robert'],13885,forehead_mirror-1,0,0.5767472386,1.5767472386
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Jacob's card is shown to Neil. Frankie's card is shown to Frankie. Jacob's card is shown to Frankie. Frankie's card is shown to Charlotte. Neil's card is shown to Jacob. It is publicly announced that someone picked a red card. It is publicly announced that Frankie picked a black card. It is publicly announced that Frankie does not know whether Neil picked a red card. It is publicly announced that Frankie knows whether someone picked a red card. It is publicly announced that Frankie does not know whether Neil picked a red card.","VARS 1,2,3,4 LAW Top OBS Agenta:4 Agentb:2,4 Agentc:2 Agentd:1 VALID? [ ! (1|2|3|4) ] [ ! ~(2) ] [ ! ~(Agentb knows whether 1) ] [ ! (Agentb knows whether (1|2|3|4)) ] [ ! ~(Agentb knows whether 1) ] Agentb knows whether (Agentd knows that 4)",4,"VARS 0,1,2,3,4 LAW Top OBS Agenta:4 Agentb:2,4 Agentc:2 Agentd:1 VALID? [ ! (1|2|3|4) ] [ ! ~(2) ] [ ! ~(Agentb knows whether 1) ] [ ! (Agentb knows whether (1|2|3|4)) ] [ ! ~(Agentb knows whether 1) ] 0",Frankie can now know whether Jacob can know that Jacob picked a red card.,explicit,1,4,entailment,['Neil' 'Frankie' 'Charlotte' 'Jacob'],61026,explicit-1,1,0.9578191638,0.0421808362
There are three persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Helen does not know whether Dexter is thirsty. It is publicly announced that Dexter does not know whether Helen is thirsty.,"VARS 1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! ~(Agentb knows whether 3) ] [ ! ~(Agentc knows whether 2) ] Agentc knows whether (Agentb knows that 1)",2,"VARS 0,1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! ~(Agentb knows whether 3) ] [ ! ~(Agentc knows whether 2) ] 0",Dexter can now know whether Helen can know that Howard is thirsty.,internal,1,3,entailment,['Howard' 'Helen' 'Dexter'],56500,internal-1,1,0.9915130734,0.0084869266
"There are three persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). William's card is shown to Neva. Sarah's card is shown to Neva. Sarah's card is shown to William. Neva's card is shown to Sarah. It is publicly announced that someone picked a red card.","VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:3 Agentc:1 VALID? [ ! (1|2|3) ] Agentc knows that (Agentb knows whether 2)",0,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:3 Agentc:1 VALID? [ ! (1|2|3) ] 0",Sarah can now know that William can know whether William picked a red card.,explicit,1,3,not_entailment,['Neva' 'William' 'Sarah'],28416,explicit-0,1,0.9279150367,1.9279150367
There are four persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Louise knows whether someone is thirsty.,"VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! (Agenta knows whether (1|2|3|4)) ] Agentd knows that (Agentc knows that 2)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! (Agenta knows whether (1|2|3|4)) ] 0",Anthony can now know that Sharon can know that Robert is thirsty.,internal,1,4,not_entailment,['Louise' 'Robert' 'Sharon' 'Anthony'],52544,internal-0,0,0.9985796213,0.0014203787
There are three persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Etta knows whether someone's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! (Agentb knows whether (1|2|3)) ] Agentb knows that (Agenta knows that 1)",1,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! (Agentb knows whether (1|2|3)) ] 0",Etta can now know that Jeffrey can know that Jeffrey's forehead is muddy.,forehead_mirror,1,3,not_entailment,['Jeffrey' 'Etta' 'Ashley'],17951,forehead_mirror-0,0,0.9985357523,0.0014642477
There are four persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Alfred knows whether Steve's forehead is muddy. It is publicly announced that Willie does not know whether or not everyone's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! (Agenta knows whether 3) ] [ ! ~(Agentd knows whether (1&2&3&4)) ] Agentc knows that (Agenta knows that 4)",2,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! (Agenta knows whether 3) ] [ ! ~(Agentd knows whether (1&2&3&4)) ] 0",Steve can now know that Alfred can know that Willie's forehead is muddy.,forehead,1,4,not_entailment,['Alfred' 'Sara' 'Steve' 'Willie'],67681,forehead-0,0,0.5743825436,0.4256174564
"There are three persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Latasha's card is shown to Ida. Jack's card is shown to Latasha. Latasha's card is shown to Jack. It is publicly announced that someone picked a red card.","VARS 1,2,3 LAW Top OBS Agenta:2 Agentb:3 Agentc:2 VALID? [ ! (1|2|3) ] (Agenta knows whether 1)",0,"VARS 0,1,2,3 LAW Top OBS Agenta:2 Agentb:3 Agentc:2 VALID? [ ! (1|2|3) ] 0",Ida can now know whether Ida picked a red card.,explicit,0,3,not_entailment,['Ida' 'Latasha' 'Jack'],57954,explicit-0,0,0.9546145797,0.0453854203
"There are three persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Alexander's card is shown to Lupe. Henry's card is shown to Alexander. Alexander's card is shown to Henry. Henry's card is shown to Henry. It is publicly announced that someone picked a red card. It is publicly announced that Lupe knows whether someone picked a red card.","VARS 1,2,3 LAW Top OBS Agenta:2 Agentb:3 Agentc:2,3 VALID? [ ! (1|2|3) ] [ ! (Agenta knows whether (1|2|3)) ] Agenta knows that (Agentc knows whether (1&2&3))",1,"VARS 0,1,2,3 LAW Top OBS Agenta:2 Agentb:3 Agentc:2,3 VALID? [ ! (1|2|3) ] [ ! (Agenta knows whether (1|2|3)) ] 0",Lupe can now know that Henry can know whether or not everyone picked a red card.,explicit,1,3,not_entailment,['Lupe' 'Alexander' 'Henry'],15349,explicit-0,0,0.9870170951,0.0129829049
There are three persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] (Agenta knows that (1|2|3))",0,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] 0",Justin can now know that someone's forehead is muddy.,forehead,0,3,entailment,['Justin' 'Mark' 'Jeffrey'],39374,forehead-1,1,0.9997492433,0.0002507567
There are four persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Harvey is not thirsty. It is publicly announced that Judy is thirsty.,"VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! ~(4) ] [ ! 1 ] Agenta knows that (Agentd knows whether (1|2|3|4))",2,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! ~(4) ] [ ! 1 ] 0",Judy can now know that Harvey can know whether someone is thirsty.,internal,1,4,entailment,['Judy' 'William' 'Clinton' 'Harvey'],24174,internal-1,1,0.9997820258,0.0002179742
There are four persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that James knows whether James's forehead is muddy. It is publicly announced that Donald knows whether Donald's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (Agentc knows whether 3) ] [ ! (Agentb knows whether 2) ] Agenta knows whether (Agentb knows whether 3)",2,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (Agentc knows whether 3) ] [ ! (Agentb knows whether 2) ] 0",Mary can now know whether Donald can know whether James's forehead is muddy.,forehead_mirror,1,4,entailment,['Mary' 'Donald' 'James' 'Robert'],9158,forehead_mirror-1,1,0.9997182488,0.0002817512
"There are three persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Tim's card is shown to George. Bruce's card is shown to George. George's card is shown to Tim. Tim's card is shown to Bruce. It is publicly announced that someone picked a red card.","VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1 Agentc:2 VALID? [ ! (1|2|3) ] (Agentc knows whether (1&2&3))",0,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1 Agentc:2 VALID? [ ! (1|2|3) ] 0",Bruce can now know whether or not everyone picked a red card.,explicit,0,3,not_entailment,['George' 'Tim' 'Bruce'],18534,explicit-0,0,0.9947792292,0.0052207708
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Chad's card is shown to Roy. Robert's card is shown to Robert. Robert's card is shown to Chad. Chad's card is shown to Chad. Chad's card is shown to Linda. It is publicly announced that someone picked a red card. It is publicly announced that Roy knows whether or not nobody picked a red card.","VARS 1,2,3,4 LAW Top OBS Agenta:3 Agentb:2 Agentc:2,3 Agentd:3 VALID? [ ! (1|2|3|4) ] [ ! (Agenta knows whether (~(1|2|3|4))) ] (Agenta knows that 4)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:3 Agentb:2 Agentc:2,3 Agentd:3 VALID? [ ! (1|2|3|4) ] [ ! (Agenta knows whether (~(1|2|3|4))) ] 0",Roy can now know that Linda picked a red card.,explicit,0,4,not_entailment,['Roy' 'Robert' 'Chad' 'Linda'],63538,explicit-0,0,0.9977869987,0.0022130013
There are two persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that not everyone's forehead is muddy. It is publicly announced that Melissa knows whether Melissa's forehead is muddy.,"VARS 1,2 LAW Top OBS Agenta:1,2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! (~(1&2)) ] [ ! (Agenta knows whether 1) ] Agenta knows whether (Agentb knows whether (~(1|2)))",2,"VARS 0,1,2 LAW Top OBS Agenta:1,2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! (~(1&2)) ] [ ! (Agenta knows whether 1) ] 0",Melissa can now know whether Helen can know whether or not nobody's forehead is muddy.,forehead_mirror,1,2,entailment,['Melissa' 'Helen'],2387,forehead_mirror-1,1,0.9997448325,0.0002551675
There are two persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Timothy knows whether Timothy's forehead is muddy.,"VARS 1,2 LAW Top OBS Agenta:1,2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! (Agenta knows whether 1) ] Agentb knows that (Agenta knows that (1&2))",1,"VARS 0,1,2 LAW Top OBS Agenta:1,2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! (Agenta knows whether 1) ] 0",James can now know that Timothy can know that everyone's forehead is muddy.,forehead_mirror,1,2,not_entailment,['Timothy' 'James'],39841,forehead_mirror-0,0,0.9983913302,0.0016086698
There are three persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that someone's forehead is muddy. It is publicly announced that William knows whether Eric's forehead is muddy. It is publicly announced that Eric does not know whether Eric's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! (1|2|3) ] [ ! (Agentb knows whether 3) ] [ ! ~(Agentc knows whether 3) ] Agenta knows that (Agentb knows that 1)",3,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! (1|2|3) ] [ ! (Agentb knows whether 3) ] [ ! ~(Agentc knows whether 3) ] 0",Marsha can now know that William can know that Marsha's forehead is muddy.,forehead,1,3,not_entailment,['Marsha' 'William' 'Eric'],19822,forehead-0,0,0.9958395958,0.0041604042
There are four persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Thomas does not know whether or not everyone's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentd knows whether (1&2&3&4)) ] Agentc knows whether (Agentd knows whether (1|2|3|4))",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentd knows whether (1&2&3&4)) ] 0",Dora can now know whether Thomas can know whether someone's forehead is muddy.,forehead,1,4,entailment,['Angela' 'Eileen' 'Dora' 'Thomas'],43067,forehead-1,1,0.9997739196,0.0002260804
There are three persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Carolyn does not know whether or not everyone is thirsty. It is publicly announced that Silvana does not know whether Ronald is thirsty. It is publicly announced that Carolyn does not know whether or not everyone is thirsty.,"VARS 1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! ~(Agentb knows whether (1&2&3)) ] [ ! ~(Agentc knows whether 1) ] [ ! ~(Agentb knows whether (1&2&3)) ] (Agenta knows that 2)",3,"VARS 0,1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! ~(Agentb knows whether (1&2&3)) ] [ ! ~(Agentc knows whether 1) ] [ ! ~(Agentb knows whether (1&2&3)) ] 0",Ronald can now know that Carolyn is thirsty.,internal,0,3,entailment,['Ronald' 'Carolyn' 'Silvana'],33224,internal-1,1,0.7304099202,0.2695900798
There are two persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Joseph knows whether Joseph's forehead is muddy.,"VARS 1,2 LAW Top OBS Agenta:1,2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! (Agenta knows whether 1) ] Agentb knows that (Agenta knows that 2)",1,"VARS 0,1,2 LAW Top OBS Agenta:1,2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! (Agenta knows whether 1) ] 0",Pok can now know that Joseph can know that Pok's forehead is muddy.,forehead_mirror,1,2,not_entailment,['Joseph' 'Pok'],31668,forehead_mirror-0,0,0.9982257485,0.0017742515
There are three persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Deloise knows whether or not everyone's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! (Agentb knows whether (1&2&3)) ] (Agentb knows whether 2)",1,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! (Agentb knows whether (1&2&3)) ] 0",Deloise can now know whether Deloise's forehead is muddy.,forehead,0,3,not_entailment,['Cody' 'Deloise' 'Jennifer'],25937,forehead-0,0,0.829285562,0.170714438
